глагол,общая_частота
asocirati,100
osvetljavati,100
upuštati,100
izuzeti,100
novonastati,99
posavetovati,99
uvežbavati,99
oženiti,99
čuvasti,99
spasavati,99
sviti,99
namjeravati,99
smjestiti,99
minimizirati,99
podvlačiti,99
akreditovati,99
zaokruživati,99
prenestiti,99
prititi,99
hvaliti,99
pričekati,99
svetati,99
udarati,99
balansirati,98
poveći,98
sijati,98
razjasniti,98
podjeti,98
debitovati,98
dižati,98
učvršćivati,98
pojestiti,98
navijati,98
poslajati,97
raslati,97
prihvaćati,97
zabava,97
doticati,97
intervjuisati,97
prekoračiti,97
osvežavati,97
osuda,97
razotkrivati,97
mir,97
mrzeti,97
ukrašavati,97
utjeti,97
podnestiti,96
lutati,96
izmiriti,96
pušiti,96
oživljavati,96
kasniti,96
suspendovati,96
bobovati,96
nasmejati,95
konsolidovati,95
odrisati,95
violončeti,95
bodriti,95
ophoditi,95
uveravati,95
zaviriti,95
diviti,95
rastuti,95
podržiti,94
materijalizovati,94
ispustiti,94
odstojati,94
odmeriti,94
oformiti,94
dodjati,94
slivati,94
nagoveštavati,94
okreneti,94
neutralisati,94
prepričavati,94
savjetovati,94
nameniti,93
prevladati,93
gasiti,93
*,93
posaditi,93
izviriti,93
objasti,93
uštetiti,93
ugasiti,93
programirati,93
hvatati,93
eskalirati,93
obojati,93
rješavati,93
propržiti,92
priređivati,92
opstavati,92
doniti,92
igratiti,92
prelivati,92
kontrolišeti,92
oblačiti,91
ispostavljati,91
ciljati,91
ovati,91
oduševljavati,90
sjediti,90
ružiti,90
istupiti,90
odstraniti,90
posjeti,90
pobegnuti,90
skladištiti,90
ispadati,90
kompletirati,89
uračunati,89
producirati,89
prezentirati,89
prijavljiveti,89
osnažovati,89
ustajati,89
odstupiti,89
navršavati,89
opratiti,89
poremetiti,89
prijeći,89
zakupiti,89
započnuti,88
izvještavati,88
donestiti,88
podseti,88
suzbiti,88
ugovarati,88
predstovati,87
prispeti,87
udaljavati,87
odupreti,87
nadaleti,87
odgajati,87
obriseti,87
dodjeti,87
gađati,87
bolovati,87
začiniti,86
trijumfovati,86
obrišiti,86
nacrtati,86
napišiti,86
pobuniti,86
posumnjati,86
odvratiti,86
zahvati,86
izostaviti,86
čuvajtiti,86
dezinfikovati,86
redefinisati,86
uzdržati,85
ispravljati,85
podariti,85
raspasti,85
regenerisati,85
prepuštati,85
razočarati,85
izmijeniti,85
umirovati,85
podsjeti,85
razgledati,85
povezujati,85
poprimiti,85
odolevati,85
sankcionisati,85
osvrneti,84
digati,84
otkupljivati,84
pribegavati,84
pokušaj,84
animirati,84
pauzirati,84
impresionirati,83
sertifikovati,83
nadziriti,83
srediti,83
spašavati,83
naslići,83
udovoljiti,83
udruživati,83
pravdati,83
remeti,83
osvrćiti,83
rezervišiti,83
lomiti,83
reklamirati,82
renovirati,82
omekšati,82
propagirati,82
razbijati,82
bombardovati,82
priča,82
rezervirati,82
varati,82
predjeti,82
saditi,82
razrađivati,82
promašiti,82
ovlastiti,82
maštati,82
poprimati,82
radujati,81
kombinirati,81
zapisivati,81
ključevati,81
podvrgavati,81
komplikovati,81
pomicati,81
onemogućivati,81
sniziti,81
zaputiti,81
odemoti,81
izolovati,81
nazirati,81
razraditi,81
isprazniti,81
usporediti,81
servisirati,81
emigrirati,81
skroziti,81
kucati,80
zamenati,80
pristajeti,80
zaobilaziti,80
silovati,80
ugušiti,80
nadjati,80
procjenjivati,80
opozvati,80
probajtiti,80
verovtiti,80
dirati,80
progutati,80
pojednostavljujati,79
optimizirati,79
kositi,79
kupati,79
odslikavati,79
provlačiti,79
gušiti,79
prelepiti,79
advokati,79
pojedinati,79
goniti,79
sužavati,79
pomisati,79
ki,79
umutiti,79
štetiti,79
eksplodirati,78
poverovati,78
poverivati,78
informišeti,78
poroditi,78
e-postiti,78
izneveriti,78
umnožavati,78
zapretiti,78
hrana,78
vesti,78
plačiti,78
mastiti,78
preoblikovati,78
klići,78
udisati,78
promovirati,77
proživljavati,77
preliti,77
zaglaviti,77
raskinuti,77
zasaditi,77
sjetiti,77
obavijesti,77
reprezentovati,77
dočaravati,77
uvlačiti,77
kročiti,77
doseliti,77
stan,77
zaigrati,77
vredeti,76
nastradati,76
istrajavati,76
ponestiti,76
mišiti,76
ventiti,76
dobit,76
obrišati,76
sežiti,76
uspijevati,76
primijetiti,76
cvetati,75
poklopiti,75
pridonositi,75
citati,75
upaliti,75
prebacovati,75
umoriti,75
provocirati,75
moliti,75
uručivati,75
suziti,75
prodiriti,74
volontirati,74
podsjećati,74
okolišati,74
oslikati,74
ikonati,74
preseti,74
identificirati,74
planeti,74
razmjenjivati,74
spoznavati,74
.o.,74
prelepati,74
dijagnostikovati,74
prisjeti,74
hladiti,74
konstativati,73
otkažati,73
pretendovati,73
umetnuti,73
obezbijediti,72
sednuti,72
nadoknada,72
privoditi,72
odmaći,72
maltretirati,72
digitalizovati,72
učlaniti,72
degustirati,72
učeći,72
sputavati,72
savladavati,72
potaknuti,72
plagati,72
probavtiti,72
distancirati,72
pripovedati,72
izjednačavati,72
premazati,72
popričati,72
omogući,72
potresati,72
poceti,72
razvlačiti,71
doseziti,71
mogu,71
pobiti,71
traziti,71
onliniti,71
imitirati,71
sići,71
učitavati,71
oslići,71
pročiti,71
dopremati,71
nadilaziti,71
prestaniti,71
siliti,71
operisati,71
akumulirati,71
staćati,70
zainteresivati,70
e-mati,70
nahraniti,70
pleniti,70
duplirati,70
uznemiriti,70
importirati,70
maksimizirati,70
uroditi,70
predvidati,70
bilježiti,70
prisetiti,69
iznaći,69
prodaveti,69
penjati,69
egzistirati,69
cineti,69
odavditi,69
nastaniti,69
adresirati,69
iseći,69
pretući,69
vežati,69
ukrštati,69
popustati,69
ojačavati,69
zaslonati,69
šutirati,69
odužiti,69
inovirati,69
pridobiti,69
izvinjavati,69
sati,68
ziveti,68
sazrevati,68
buniti,68
bojkotovati,68
destabilizovati,68
kazeti,68
oponašati,68
fascinirati,68
uliti,68
overiti,68
zapaziti,68
sprječavati,68
preklapati,68
potisnuti,68
provediti,68
usredotočiti,68
sedneti,68
odrastajati,67
povučeti,67
ušiti,67
odoliti,67
promisliti,67
oterati,67
ublagati,67
obelodaniti,67
susrestiti,67
steti,67
okriviti,67
venčati,67
svađati,67
nadovezati,67
proživeti,67
komaditi,67
događaj,67
smeniti,67
kompenzovati,67
uzdrmati,67
deponovati,66
nadomestiti,66
zračiti,66
topiti,66
potencirati,66
zati,66
plesati,66
prespavati,66
ispeći,66
iskorišćavati,66
registrujtiti,66
provjerati,66
zalijepiti,66
sukobljavati,66
razrešavati,66
ukucati,66
crpiti,66
privatizovati,66
oglasati,66
utrošiti,66
poništavati,66
spaliti,65
doživljati,65
spaljivati,65
daviti,65
stagnirati,65
propovedati,65
opremati,65
nastanjivati,65
obogati,65
obući,65
odreagovati,65
deaktivirati,65
nadzirati,65
grupisati,65
kotirati,65
razotkriti,65
radivati,64
osluškovati,64
skuvati,64
umiriti,64
tipkati,64
zalaziti,64
dospiti,64
otpevati,64
krunisati,64
odoleti,64
potpadati,64
vrteti,64
spirati,64
problematizovati,64
asistirati,64
istopiti,64
veličati,63
ukrati,63
prodirati,63
izvukati,63
silaziti,63
požuriti,63
odjekivati,63
sresti,63
naškoditi,63
kočiti,63
sjedati,63
unajmiti,63
sponzorisati,63
operiti,63
proleti,63
fiksirati,63
rasliti,63
proizvediti,63
izbegneti,63
nadmašivati,63
komandovati,63
agregati,63
prizivati,62
prestaneti,62
usmjeriti,62
radoznati,62
uredjati,62
obezbjeđivati,62
regrutovati,62
orasti,62
lobirati,62
sutrati,62
primijeti,62
useliti,62
pologati,62
oplemeniti,62
šokirati,62
pomoć,62
ogranisati,62
skijati,62
oplemenjivati,62
prijeti,62
mjeriti,62
promatrati,62
opirati,61
pržiti,61
cvetiti,61
raspustiti,61
informišiti,61
nazoveti,61
ustupati,61
prisiljavati,61
prevazićati,61
otkažiti,61
pobegneti,61
smišljati,61
uštedati,61
ljubiti,61
gurnuti,61
deklarisati,61
obitavati,61
izgoreti,61
preobraziti,61
pridati,61
razoriti,61
skreniti,61
dočekivati,61
pileti,61
otpuštati,61
kraditi,61
loviti,60
zadirati,60
poraziti,60
prepoloviti,60
istiniti,60
vezivati,60
ustručavati,60
ukraditi,60
voljeti,60
garantirati,60
zbrinjavati,60
udahnuti,60
realizirati,60
preimenovati,60
odležavati,60
poveravati,60
izbrišiti,60
otkrijtiti,60
obrasti,60
izricati,60
zaključavati,60
odjetiti,60
natjerati,60
stiditi,60
saopštavati,60
usredsređivati,60
sahraniti,60
upiseti,60
bar,60
relativizovati,60
dignuti,60
okusiti,59
uzivati,59
obeshrabriti,59
organizovti,59
uživaći,59
iznova,59
žiti,59
obilježavati,59
prednjačiti,59
listati,59
prenesiti,59
prekriti,59
konfigurisati,59
upriličiti,59
visati,59
provasiti,59
bicikati,59
anulirati,58
psati,58
sjesti,58
kombinuvati,58
obarati,58
ošteti,58
nominovati,58
smejati,58
okušati,58
raspodeljivati,58
proterati,58
promešati,58
obrazlagati,58
iskopati,58
ograditi,58
obustavljati,58
bližiti,58
nadahnjivati,58
zavladati,58
parirati,58
portugati,58
preplaviti,58
zauvesti,58
informirati,58
spekulisati,57
evaluirati,57
crpeti,57
okačiti,57
zameriti,57
pešačiti,57
izvuki,57
repromaterijati,57
opominjati,57
periti,57
javati,57
uskočiti,57
preusmeravati,56
upadati,56
pobijediti,56
premeštati,56
otpremati,56
iščekovati,56
orijentisati,56
pospiti,56
izmena,56
odslužiti,56
nervirati,56
zavesti,56
zakaziti,56
koračati,56
pobuditi,56
mariti,56
izmestiti,56
raskiniti,56
raspisiti,56
zariti,56
zastajati,56
nicati,56
pruzati,56
ispariti,56
zarobiti,55
inkorporirati,55
podijeti,55
igati,55
doznati,55
revitalizovati,55
pridonijeti,55
ujutru,55
prigrliti,55
otkazivati,55
ucestvovati,55
naročiti,55
napomeniti,55
arhivirati,55
osvestiti,55
hapsiti,55
dodaviti,55
zbuniti,55
definišati,55
vrebati,55
šalati,55
ohragriti,55
zadavati,55
procijeniti,55
upražnjavati,55
?ti,55
motivirati,54
integrirati,54
opteretiti,54
uštedjeti,54
obraći,54
kremati,54
naslutiti,54
urušiti,54
stoljeti,54
prebati,54
progoniti,54
iscrpljivati,54
sežati,54
uvrediti,54
izdejstvovati,54
uzdići,54
iseckati,54
dohvatiti,54
emitirati,54
obavještavati,54
masažati,54
naslikati,53
potpomagati,53
izvojevati,53
nožati,53
domoći,53
prozvati,53
plakati,53
poseći,53
utkati,53
propratiti,53
jesati,53
odstranjivati,53
uzgati,53
zavoditi,53
potcenjivati,53
konstruisati,53
kopati,53
uveličati,53
paraleti,53
prinositi,53
proteknuti,53
zvoniti,53
zaokupljati,53
izmjeriti,53
htjeti,53
zavoleti,53
pogurati,53
procvetati,53
dostavati,53
odštampati,53
naovati,53
oteti,52
razboliti,52
razboleti,52
marširati,52
prelomiti,52
zalepiti,52
jenjavati,52
obložiti,52
intelisati,52
poslujiti,52
jemčeti,52
peciti,52
uoći,52
pumpati,52
prognozirati,52
iznići,52
koncipirati,52
obznaniti,52
otetiti,52
povređivati,52
lepiti,52
isplivati,52
otpočniti,52
ocjenjivati,52
osecati,52
raspodjeti,51
igrajtiti,51
gumbti,51
usaglašavati,51
subvencionisati,51
oglati,51
umetniti,51
prevladavati,51
zagrejtiti,51
konkretizovati,51
plemeniti,51
crno-beti,51
raduvati,51
čl.,51
stećniti,51
zavređivati,51
izmešati,51
uvjeti,51
otpad,51
spasati,50
zapažati,50
istupati,50
pokažati,50
pokajati,50
cirkulisati,50
sazreti,50
profilisati,50
proganjati,50
napiseti,50
finiti,50
podesivati,50
zaći,50
opljačkati,50
izroditi,50
potaći,50
dočećati,50
resetovati,50
proslavati,50
komentariti,50
iseciti,50
pokoriti,50
mirovati,50
overavati,50
luditi,50
simbolisati,50
pričvrstiti,50
odznačiti,50
prepisati,50
iritirati,49
promicati,49
flotiti,49
predomisliti,49
prevenirati,49
raspad,49
posvedočiti,49
utemeljiti,49
ocekivati,49
nalikovati,49
presecati,49
sabrati,49
ispirati,49
propisiti,49
osvanuti,49
pomišljati,49
prohladiti,49
daliti,49
leći,49
utipkati,49
posoliti,49
legati,49
slutiti,49
ubrizgavati,49
regulirati,49
zacrtati,49
bodovati,49
ulažiti,48
rentirati,48
slići,48
delegirati,48
prkositi,48
hoti,48
imа,48
rituati,48
povinovati,48
očarati,48
ukrcati,48
temeljiti,48
zar,48
cijeniti,48
htiti,48
lebdeti,48
zaroniti,48
preduzmeti,48
poraditi,48
isprobavati,48
inhibirati,48
očitavati,48
potpišiti,48
odsvirati,48
relaksirati,48
trasirati,48
kliziti,48
transformiti,48
=,48
prepisivati,48
naleteti,47
pridodati,47
potopiti,47
obuzdati,47
sketi,47
prisvojiti,47
ispovesti,47
razgrađivati,47
proslijediti,47
izrići,47
izdizati,47
ulepšavati,47
vrtići,47
predstavlјaju,47
pretoći,47
zaljubljivati,47
reportajati,47
otključavati,47
isprovocirati,47
nasleđivati,47
raniti,47
znаči,47
prljaviti,47
čećati,47
sukobiti,47
preseći,47
veleti,47
rastopiti,46
dići,46
doistati,46
iznijeti,46
preovladati,46
poduzimati,46
zaduživati,46
gati,46
utrostručiti,46
kladiti,46
izići,46
prestići,46
ohrabrivati,46
naočati,46
diskreditovati,46
diveti,46
potkrepiti,46
rehabilitovati,46
svest,46
rasvesti,46
poresiti,46
hidrirati,46
generirati,46
odmicati,46
zarasti,46
manastirati,46
proljeti,46
komentirati,46
uroniti,46
ozvaničiti,46
zabavati,46
razvesti,45
porušiti,45
listiti,45
okupati,45
isterati,45
stanivati,45
lišiti,45
kazna,45
bržati,45
ljepiti,45
preurediti,45
napad,45
zbivati,45
nadvladati,45
izbaviti,45
oljuštiti,45
ručati,45
okružiti,45
uzevšiti,45
razvrstati,45
jeleti,45
omekšavati,45
potvrdovati,45
aplikovati,45
streamati,45
rezimirati,45
reformišati,45
seleti,45
legalizovati,45
uobličiti,45
zaostati,45
dežurati,45
ubirati,45
shvaćati,45
ponižavati,45
potiskovati,45
objavati,45
nadopunjivati,45
nizati,45
omalovažavati,45
dobrodošati,45
opraštati,44
specijalizirati,44
slitati,44
bešati,44
ovlašćivati,44
otimati,44
zavrsiti,44
smjeti,44
umemoti,44
sabirati,44
opažati,44
drugdjati,44
pobuđivati,44
četvrtfinati,44
nanesiti,44
uvidjeti,44
potonuti,44
smršati,44
korespondirati,44
užinati,44
sakrivati,43
presiti,43
gomilati,43
upošljavati,43
kuvatiti,43
unutrati,43
konfigurirati,43
večerati,43
financirati,43
implantati,43
podniti,43
ponijeti,43
tvoriti,43
urušavati,43
falsifikovati,43
iseliti,43
nabrajati,43
potkrepljivati,43
delati,43
raspolažeti,43
raščistiti,43
zgrabiti,43
degradirati,43
izmicati,43
iskoreniti,43
izmamiti,43
razarati,43
legitimisati,43
okončavati,43
umetneti,43
dosegneti,43
obojiti,42
prodriti,42
davasiti,42
promovišeti,42
reorganizovati,42
paketiti,42
preuzmeti,42
kreći,42
ustvariti,42
zapeći,42
inficirati,42
targetirati,42
cetiti,42
iziskivati,42
navikavati,42
potražovati,42
potresti,42
prepuniti,42
dužiti,42
dotrajati,42
posući,42
poljubiti,42
prikriti,42
soliti,42
uznapredovati,42
proklamovati,42
visiti,42
miseti,42
objedinjati,42
nagnati,41
eskadriti,41
podupiriti,41
poigravati,41
pobeda,41
sagorevati,41
suzbijati,41
zasladiti,41
otisnuti,41
odlepiti,41
tjerati,41
odazivati,41
oseći,41
evocirati,41
priličiti,41
murati,41
unazati,41
naiti,41
signalizirati,41
forsirati,41
tematizovati,41
podupirati,41
svjesti,41
zavarati,41
indeksirati,41
hostovati,41
dobati,41
rabiti,41
dao,41
arhanđeti,41
zagledati,40
vježbati,40
razvrstavati,40
probiveti,40
kuvajtiti,40
naslućivati,40
provozati,40
dopremiti,40
predvidjeti,40
raspadati,40
sunčati,40
odjeknuti,40
ustvrditi,40
pozajmiti,40
detektirati,40
ređati,40
otplaćivati,40
prodiskutovati,40
obnašati,40
poremeti,40
ubeđivati,40
otpremiti,40
potjeti,40
naljutiti,40
referisati,40
odgledati,40
raspršovati,40
dražiti,40
ispraćati,40
podoviti,40
iznajati,40
zastrašiti,40
spakovati,40
potceniti,40
obreti,40
zeliti,40
naginjati,40
slijesti,39
iznesiti,39
zaspiti,39
vući,39
pijeti,39
sniti,39
izolivati,39
opišiti,39
odredjivati,39
odlaskati,39
prouzročiti,39
njegivati,39
ispovedati,39
pobrineti,39
zidati,39
poštivati,39
selektovati,39
debatovati,39
standardizovati,39
podrediti,39
seći,39
boleti,39
alo,39
dolikovati,39
nabrojati,39
uporabati,39
inspirirati,39
skicirati,39
isplata,39
|,39
odleteti,39
gumbiti,39
predaleti,39
konstituisati,39
svidjeti,39
vičeti,39
pretrpjeti,39
odgoditi,39
sazivati,39
sustav,39
hrabriti,39
priželjkovati,39
kodirati,39
siti,39
pripaziti,38
zakačiti,38
rasipati,38
pridobivati,38
kompromitovati,38
refundirati,38
zamjenjivati,38
reformisati,38
savijati,38
prehraniti,38
rađasti,38
iskočiti,38
usmjeravati,38
donesiti,38
udjati,38
stapati,38
ulogujiti,38
odbacivati,38
paneti,38
rаdi,38
izlažiti,38
preporučati,38
zbunjivati,38
sluziti,38
zbiti,38
pomageti,38
zagrliti,38
baštiniti,38
pogubiti,38
zakucati,38
odrzati,38
izgurati,38
odluciti,38
zbrinuti,38
miriti,38
angažirati,38
razigrati,38
harmonizovati,38
rameti,38
oboleti,38
treperiti,38
skaciti,38
